,text,service,sort,genre,artist,track,playlist,year,album,music_item
1472,Play music off Youtube .,Youtube,,,,,,,,
1473,play some Mike Porcaro,,,,Mike Porcaro,,,,,
1474,I want to hear something off Fist For Fight by Rushton Moreve on Youtube,Youtube,,,Rushton Moreve,,,,Fist For Fight,
1475,Play the playlist Tropical Morning on Pandora,Pandora,,,,,Tropical Morning,,,
1476,Play music from Hide,,,,Hide,,,,,
1477,Play top-five  concerto music from 1992,,top-five,,,,,1992,,concerto
1478,I want to hear something eclectic,,,,,,eclectic,,,
1479,Play me a Felix Kubin from No Light on Spotify,Spotify,,,Felix Kubin,,,,No Light,
1480,Play me a track by Steve Souza,,,,Steve Souza,,,,,track
1481,play Itunes  album  mondovisione,Itunes,,,,,,,mondovisione,album
1482,play Punk Essentials on Zvooq,Zvooq,,,,,Punk Essentials,,,
1483,Play me a song by Hank Thompson from Moa Anbessa,,,,Hank Thompson,,,,Moa Anbessa,song
1484,Use Spotify to play music,Spotify,,,,,,,,
1485,Play Me Against The World from Glukoza,,,,Glukoza,,,,Me Against The World,
1486,Play some music from 1962 from Adeyto,,,,Adeyto,,,1962,,
1487,"I want to hear Jimmy James from the thirties , play a song on Groove Shark .",Groove Shark,,,Jimmy James,,,thirties,,song
1488,Play any song from the eighties,,,,,,,eighties,,song
1489,Play some movement music by Perez Prado on Iheart,Iheart,,,Perez Prado,,,,,movement
1490,play Ebony Bones on Itunes,Itunes,,,Ebony Bones,,,,,
1491,play Innovations by Kokia,,,,Kokia,,,,Innovations,
1492,I Need rave  Slacker to play,Slacker,,rave,,,,,,
1493,play Fernando Olvera,,,,Fernando Olvera,,,,,
1494,Can you play something off Johan Larsson 's Travelers And Thieves,,,,Johan Larsson,,,,Travelers And Thieves,
1495,list to the most popular  Muireann Nic Amhlaoibh  song,,most popular,,Muireann Nic Amhlaoibh,,,,,song
1496,Open my music playlist on Youtube,Youtube,,,,,,,,
1497,Play the top  chant music from 2014 .,,top,,,,,2014,,chant
1498,Play music from Lastfm .,Lastfm,,,,,,,,
1499,Play me a 1990  sound track,,,,,,,1990,,sound track
1500,Play the song  Long Live Love,,,,,Long Live Love,,,,song
1501,Play me a ballad by Dres on groove shark,groove shark,,,Dres,,,,,ballad
1502,Play the top of emil de cou,,top,,emil de cou,,,,,
1503,play Barry Manilow from the twenties,,,,Barry Manilow,,,twenties,,
1504,Play a seventies  Tom Thacker  ballad,,,,Tom Thacker,,,seventies,,ballad
1505,listen to ballad songs from the twenties,,,,,,,twenties,,ballad
1506,Play the music of melody of 1997 in Itunes,Itunes,,,,,,1997,,melody
1507,Can you play a chant by Butch Trucks on Spotify,Spotify,,,Butch Trucks,,,,,chant
1508,I want to hear music off my Indie Festival playlist,,,,,,Indie Festival,,,
1509,Play instrumental pop,,,instrumental pop,,,,,,
1510,Play some Hong Junyang .,,,,Hong Junyang,,,,,
1511,Play mere lapsed by Marilyn Moore .,,,,Marilyn Moore,mere lapsed,,,,
1512,Please play the most popular  ep from 1998 by Mc Frontalot ,,most popular,,Mc Frontalot,,,1998,,ep
1513,play some Spotify by Danni Bassan,Spotify,,,Danni Bassan,,,,,
1514,play the best  album from the seventies,,best,,,,,seventies,,album
1515,Play music from 2016 .,,,,,,,2016,,
1516,I want to hear jon sholle 's stuff from 2009 on Groove Shark,Groove Shark,,,jon sholle,,,2009,,
1517,play music by Rodney Whitaker,,,,Rodney Whitaker,,,,,
1518,Please play a movement by Rupam Islam,,,,Rupam Islam,,,,,movement
1519,play the latest  Thelma Aoyama,,latest,,Thelma Aoyama,,,,,
1520,Play some music by Karl Blau .,,,,Karl Blau,,,,,
1521,Open pandora and play the top five  melody by Hanna Sjedokowa,pandora,top five,,Hanna Sjedokowa,,,,,melody
1522,play Phil Spalding  soundtrack from the seventies,,,,Phil Spalding,,,seventies,,soundtrack
1523,Play Dancing Through Life by Ronald Isley on spotify,spotify,,,Ronald Isley,Dancing Through Life,,,,
1524,Play a top  symphony sort form 1959 by Stuart Garrard .,,top,,Stuart Garrard,,,1959,,symphony
1525,I want to listen to seventies music.,,,,,,,seventies,,
1526,Play something by Holly Cole on lastfm ,lastfm,,,Holly Cole,,,,,
1527,Play rhythmic,,,,,,rhythmic,,,
1528,Play Punk Essentials on google music,google music,,,,,Punk Essentials,,,
1529,Play the top-20 best  Chicane songs on Deezer,Deezer,top-20 best,,Chicane,,,,,
1530,Play Songs Of Heaven by ami koshimizu,,,,ami koshimizu,,,,Songs Of Heaven,
1531,Play Dj Subroc on Itunes,Itunes,,,Dj Subroc,,,,,
1532,Play a song by Tim Finn on Last Fm,Last Fm,,,Tim Finn,,,,,song
1533,Play music from the sixties,,,,,,,sixties,,
1534,Play Oliver on pandora .,pandora,,,,Oliver,,,,
1535,"Play some 2011  chant music, new first, by Shaggy .",,new,,Shaggy,,,2011,,chant
1536,play the top  song from Damon Albarn using Slacker,Slacker,top,,Damon Albarn,,,,,song
1537,Play sixties music by giovanni battista guadagnini .,,,,giovanni battista guadagnini,,,sixties,,
1538,Play some music from the last album of 1988 on Lastfm,Lastfm,,,,,,1988,,album
1539,Please start playing some thirties  theme music.,,,,,,,thirties,,theme
1540,Can I hear Anna Vissi 's new music on Pandora ?,Pandora,new,,Anna Vissi,,,,,
1541,Play music by artist mark ashley,,,,mark ashley,,,,,
1542,Play the top  Maynard James Keenan .,,top,,Maynard James Keenan,,,,,
1543,I want to hear a top-20  chant from the twenties,,top-20,,,,,twenties,,chant
1544,Play the most popular  song by espen lind,,most popular,,espen lind,,,,,song
1545,Play Yuauea by Rick Ross,,,,Rick Ross,,,,Yuauea,
1546,Play The Tyranny Of Distance by Willy Mason .,,,,Willy Mason,,,,The Tyranny Of Distance,
1547,Play a top  song by Carson Parks on Groove Shark,Groove Shark,top,,Carson Parks,,,,,song
1548,Use Deezer to play the last  song from Lee Dorrian,Deezer,last,,Lee Dorrian,,,,,song
1549,Play some seventies music on netflix .,netflix,,,,,,seventies,,
1550,Play fourties  record,,,,,,,fourties,,record
1551,Play Chad I Ginsburg,,,,Chad I Ginsburg,,,,,
1552,Can you pull up a track on Zvooq by Graham Mcpherson,Zvooq,,,Graham Mcpherson,,,,,track
1553,Play 1993  theme music,,,,,,,1993,,theme
1554,Play something off Google Music,Google Music,,,,,,,,
1555,Open youtube,youtube,,,,,,,,
1556,Play some music on spotify,spotify,,,,,,,,
1557,Play the song  Drifting On A Reed by Bobby G,,,,Bobby G,Drifting On A Reed,,,,song
1558,Play new  movement from Mike Oldfield on Vimeo,Vimeo,new,,Mike Oldfield,,,,,movement
1559,Play Foundling by Jean Grae on Vimeo .,Vimeo,,,Jean Grae,,,,Foundling,
1560,Play some acapella music on Iheart,Iheart,,acapella,,,,,,
1561,Play some sixties music by gaudi on last fm,last fm,,,gaudi,,,sixties,,
1562,"Play a tune or two from Kansas City, Missouri",,,,"Kansas City, Missouri",,,,,tune
1563,play some songs from the fourties by yoshiki fukuyama,,,,yoshiki fukuyama,,,fourties,,
1564,play Angela Winbush  ep that is popular,,popular,,Angela Winbush,,,,,ep
1565,play To Be Still,,,,,,,,To Be Still,
1566,I want to hear Gloryhole from Mani off of Lastfm,Lastfm,,,Mani,,,,Gloryhole,
1567,play music by Charlie Adams from 1954,,,,Charlie Adams,,,1954,,
1568,play the It Could Only Happen With You  album by Lawrence,,,,Lawrence,,,,It Could Only Happen With You,album
1569,Play Moondog 's Chupacabra .,,,,Moondog,,,,Chupacabra,
1570,I'd like to hear some trip-hop,,,trip-hop,,,,,,
1571,Play a 2001  tune,,,,,,,2001,,tune
1572,Can you pull up and play something on Itunes,Itunes,,,,,,,,
1573,I want to hear some theme music by Edsel Dope,,,,Edsel Dope,,,,,theme
1574,Play some music from 1993 on Itunes .,Itunes,,,,,,1993,,
1575,I want to hear the new Vasilis Tsitsanis  ep,,,,Vasilis Tsitsanis,,,,,ep
1576,play a sound track by Vegard Sverre Tveitan,,,,Vegard Sverre Tveitan,,,,,sound track
1577,Play Crucifixion on Deezer .,Deezer,,,,Crucifixion,,,,
1578,I want to hear the album  Suites & Sweets,,,,,,,,Suites & Sweets,album
1579,Play Adrian Borland 's music on Zvooq .,Zvooq,,,Adrian Borland,,,,,
1580,Open The Second Adventure  album by Hans Nilsson,,,,Hans Nilsson,,,,The Second Adventure,album
1581,Play something off Rage Radio,,,,,,Rage Radio,,,
1582,I want to hear This Is The Night from Proof,,,,Proof,This Is The Night,,,,
1583,Play Classical X,,,,,,Classical X,,,
1584,Play me a song by Michael Diamond,,,,Michael Diamond,,,,,song
1585,play Kurt Cobain  ballad tunes,,,,Kurt Cobain,,,,,ballad
1586,Play some Eddie Vinson on Deezer,Deezer,,,Eddie Vinson,,,,,
1587,Play the greatest  record by Leroi Moore,,greatest,,Leroi Moore,,,,,record
1588,Play Dawn Richard  song  White Summer,,,,Dawn Richard,White Summer,,,,song
1589,Play some Ray Williams music from the nineties on spotify,spotify,,,Ray Williams,,,nineties,,
1590,play chant on groove shark from 1996,groove shark,,,,,,1996,,chant
1591,Play the top fifty  record from Alan Jardine,,top fifty,,Alan Jardine,,,,,record
1592,play newest  Robert Palmer  sound track,,newest,,Robert Palmer,,,,,sound track
1593,Play music on my Itunes,Itunes,,,,,,,,
1594,Play something by Daisy Voisin on google music,google music,,,Daisy Voisin,,,,,
1595,Play some Dj Qbert .,,,,Dj Qbert,,,,,
1596,Play Supernaut by Armand Van Helden,,,,Armand Van Helden,Supernaut,,,,
1597,Can I hear a Da Brat  ep ?,,,,Da Brat,,,,,ep
1598,play symphony music from the fourties with google music,google music,,,,,,fourties,,symphony
1599,Play got to be free by Madeleine Peyroux,,,,Madeleine Peyroux,got to be free,,,,
1600,Play music in the genre soundtrack,,,soundtrack,,,,,,
1601,play some fifties tunes by Mike Mccready,,,,Mike Mccready,,,fifties,,
1602,Play music from Carina Round,,,,Carina Round,,,,,
1603,I want to hear the new  movement from Richard Harvey,,new,,Richard Harvey,,,,,movement
1604,Play a song off The Best Of Siouxsie & The Banshees by Faustino Oramas,,,,Faustino Oramas,,,,The Best Of Siouxsie & The Banshees,song
1605,"Play the album , Dance Hall At Louse Point .",,,,,,,,Dance Hall At Louse Point,album
1606,play Lighter by Pamela Jintana Racine,,,,Pamela Jintana Racine,Lighter,,,,
1607,Play the top-ten  soundtrack from Kiara .,,top-ten,,Kiara,,,,,soundtrack
1608,play the last  chant from the fourties,,last,,,,,fourties,,chant
1609,Play Gary Chapman music from the fifties,,,,Gary Chapman,,,fifties,,
1610,Play some Armik from the fourties,,,,Armik,,,fourties,,
1611,play a popular sort of fifties  tune music,,popular,,,,,fifties,,tune
1612,I'd like to hear Helen Baylor,,,,Helen Baylor,,,,,
1613,Play music from 1989 by Maya .,,,,Maya,,,1989,,
1614,Play Kool Keith Presents Thee Undatakerz by John Mccrea .,,,,John Mccrea,,,,Kool Keith Presents Thee Undatakerz,
1615,play Piano 100,,,,,,Piano 100,,,
1616,Play some music on Lastfm,Lastfm,,,,,,,,
1617,Play a concerto  top ten sort by Lloyd .,,top ten,,Lloyd,,,,,concerto
1618,Play Arif music from the fourties .,,,,Arif,,,fourties,,
1619,Play music off Netflix .,Netflix,,,,,,,,
1620,Open Pandora and play music from the fifties .,Pandora,,,,,,fifties,,
1621,have Zvooq play songs from the fifties,Zvooq,,,,,,fifties,,
1622,Play some chant music by Kevin Jonas on deezer .,deezer,,,Kevin Jonas,,,,,chant
1623,Play paul ortiz music from 1990,,,,paul ortiz,,,1990,,
1624,Play some Glenn Stetson music on Spotify,Spotify,,,Glenn Stetson,,,,,
1625,Open Groove Shark and play sound track from Dj Cameo,Groove Shark,,,Dj Cameo,,,,,sound track
1626,Play music on Iheart,Iheart,,,,,,,,
1627,Play my Top Gaming Tracks .,,,,,,Top Gaming Tracks,,,
1628,something on Spotify please,Spotify,,,,,,,,
1629,Play BurhÃ¸ns by Ernie C .,,,,Ernie C,,,,BurhÃ¸ns,
1630,Let me hear an ep from the thirties era of music.,,,,,,,thirties,,ep
1631,Proceed with music from 2003 .,,,,,,,2003,,
1632,Play Elkie Brooks  seventies  sound track,,,,Elkie Brooks,,,seventies,,sound track
1633,Open Vimeo and play music.,Vimeo,,,,,,,,
1634,play a top twenty  symphony of 2010,,top twenty,,,,,2010,,symphony
1635,Play music from the artist Taktloss from the record in the thirties,,,,Taktloss,,,thirties,,record
1636,I want to listen to some Aaliyah,,,,Aaliyah,,,,,
1637,Play my New Indie Mix on Google Music .,Google Music,,,,,New Indie Mix,,,
1638,Can you use Pandora to play a soundtrack from 1999 by David Sitek ?,Pandora,,,David Sitek,,,1999,,soundtrack
1639,play Deezer form 2010  tune by Dave Grohl,Deezer,,,Dave Grohl,,,2010,,tune
1640,Play some caribou from the sixties,,,,caribou,,,sixties,,
1641,Play drum & bass music,,,drum & bass,,,,,,
1642,Use netflix to play a record by Emil Gilels from year 2015,netflix,,,Emil Gilels,,,2015,,record
1643,play Steven Reineke  greatest  soundtrack on Youtube,Youtube,greatest,,Steven Reineke,,,,,soundtrack
1644,turn on Google Music to play 1991,Google Music,,,,,,1991,,
1645,Open iheart and play TÃ© Para Tres,iheart,,,,,TÃ© Para Tres,,,
1646,play some fourties  Andrew Lloyd Webber on Groove Shark,Groove Shark,,,Andrew Lloyd Webber,,,fourties,,
1647,play music by Ryan Malcolm from Sympathy For The Devil on Pandora,Pandora,,,Ryan Malcolm,Sympathy For The Devil,,,,
1648,Play some Instrumental music on the service Lastfm,Lastfm,,Instrumental,,,,,,
1649,Play the song  vodka by Kunal Ganjawala on Itunes,Itunes,,,Kunal Ganjawala,vodka,,,,song
1650,Play all music Alan released in 1997,,,,Alan,,,1997,,
1651,Play Dansevise by Ebi on Groove Shark .,Groove Shark,,,Ebi,Dansevise,,,,
1652,I want to hear some The Roches,,,,,,,,The Roches,
1653,Play me something Miles Davis did with a symphony,,,,Miles Davis,,,,,symphony
1654,Play music off Youtube .,Youtube,,,,,,,,
1655,play some sixties music,,,,,,,sixties,,
1656,play Soheila Zaland,,,,Soheila Zaland,,,,,
1657,Play music year 2016 by artist Michiru Yamane,,,,Michiru Yamane,,,2016,,
1658,play Lastfm tunes from 1997,Lastfm,,,,,,1997,,
1659,listen to Westbam alumb Allergic on Google Music,Google Music,,,Westbam,,,,Allergic,
1660,Play ecstatic,,,,,,ecstatic,,,
1661,Play some music on groove shark .,groove shark,,,,,,,,
1662,I need some ambient music.,,,ambient,,,,,,
1663,Play a song by Nash The Slash,,,,Nash The Slash,,,,,song
1664,Play me a symphony by Ricky Bell,,,,Ricky Bell,,,,,symphony
1665,Play the energic  Itunes,Itunes,,,,,energic,,,
1666,play the best  Elizaveta Khripounova,,best,,Elizaveta Khripounova,,,,,
1667,Play 2006  chant music.,,,,,,,2006,,chant
1668,I'd like to hear Ami Suzuki 's latest  record,,latest,,Ami Suzuki,,,,,record
1669,Play Crazy=genius by The Alchemist,,,,The Alchemist,Crazy=genius,,,,
1670,Can I listen to merengue style music?,,,merengue,,,,,,
1671,turn on Last Fm,Last Fm,,,,,,,,
1672,play the last  Chris Douglas on Slacker,Slacker,last,,Chris Douglas,,,,,
1673,play eighties  track,,,,,,,eighties,,track
1674,Wish to hear music from the year 1996,,,,,,,1996,,
1675,Play Soldier Boy from Melody Gardot,,,,Melody Gardot,Soldier Boy,,,,
1676,Play new  melody by Kenji Ito on Itunes .,Itunes,new,,Kenji Ito,,,,,melody
1677,Please play Bitch Please Ii,,,,,Bitch Please Ii,,,,
1678,Could you play the album  B Men GahÅ by Nathaniel Shilkret,,,,Nathaniel Shilkret,,,,B Men GahÅ,album
1679,Does Netflix have music released in 1991 by You Yokoyama,Netflix,,,You Yokoyama,,,1991,,
1680,play robin hood and the bishop of hereford by Jon Mayer,,,,Jon Mayer,robin hood and the bishop of hereford,,,,
1681,Play Slow Rock on Lastfm .,Lastfm,,Slow Rock,,,,,,
1682,Play some nineties music on Zvooq,Zvooq,,,,,,nineties,,
1683,Play Stereo by Jonathan Davis on Deezer .,Deezer,,,Jonathan Davis,Stereo,,,,
1684,Play Pacific Ocean Blues by John Doe on Lastfm,Lastfm,,,John Doe,Pacific Ocean Blues,,,,
1685,Play some Paul Stookey from the sixties,,,,Paul Stookey,,,sixties,,
1686,Play the song  American Patrol by lauryn hill,,,,lauryn hill,American Patrol,,,,song
1687,I want to hear some sixties  melody from Mark Mcentee off of Google Music,Google Music,,,Mark Mcentee,,,sixties,,melody
1688,Play Junun by Noam Kaniel .,,,,Noam Kaniel,,,,Junun,
1689,Please play anything by george formby jr,,,,george formby jr,,,,,
1690,play In The Arms Of God on Zvooq by Nimal Mendis,Zvooq,,,Nimal Mendis,,,,In The Arms Of God,
1691,Play some Jungle music on iheart,iheart,,Jungle,,,,,,
1692,I want to hear a track from the fourties .,,,,,,,fourties,,track
1693,Play me a 2015  soundtrack on Netflix,Netflix,,,,,,2015,,soundtrack
1694,give me some Hank Shermann from 1975 on Lastfm,Lastfm,,,Hank Shermann,,,1975,,
1695,Can you play an ep by Tatjana Iwanowna Bulanowa,,,,Tatjana Iwanowna Bulanowa,,,,,ep
1696,Play the top ten  theme music from 1975 by Tom Baxter,,top ten,,Tom Baxter,,,1975,,theme
1697,Let me use netflix to listen to the last  soundtrack from Out Of Eden .,netflix,last,,Out Of Eden,,,,,soundtrack
1698,Play El Cant Dels Ocells by vini lopez .,,,,vini lopez,El Cant Dels Ocells,,,,
1699,Play me a Cinder Block  movement,,,,Cinder Block,,,,,movement
1700,Play a melody by Colin Blunstone,,,,Colin Blunstone,,,,,melody
1701,Play a song from 1990 on Netflix,Netflix,,,,,,1990,,song
1702,Want to play Christina Schollin  Lastfm,Lastfm,,,Christina Schollin,,,,,
1703,Play top-twenty  fourties  movement music by Mohammad Reza Lotfi .,,top-twenty,,Mohammad Reza Lotfi,,,fourties,,movement
1704,play the top  nineties  melody by Gus G,,top,,Gus G,,,nineties,,melody
1705,Play my Pandora app,Pandora,,,,,,,,
1706,Play the album  Remember Shakti â The Believer .,,,,,,,,Remember Shakti â The Believer,album
1707,Play Halid 08 by video game pianist on Pandora,Pandora,,,video game pianist,,,,Halid 08,
1708,Play breed the killers on Itunes,Itunes,,,,,,,breed the killers,
1709,Play some seventies  track from top  Rie Tomosaka,,top,,Rie Tomosaka,,,seventies,,track
1710,Play Geddy Lee music on Spotify sort by top,Spotify,top,,Geddy Lee,,,,,
1711,Use the service Lastfm to play artist keren peles from the most popular  symphony,Lastfm,most popular,,keren peles,,,,,symphony
1712,Play any track by Flame,,,,Flame,,,,,track
1713,Play a sixties  track by Noam Pikelny on iheart .,iheart,,,Noam Pikelny,,,sixties,,track
1714,Please play a song for me from 1959,,,,,,,1959,,song
1715,Play me something from the thirties by Candi Staton on Vimeo,Vimeo,,,Candi Staton,,,thirties,,
1716,Can I hear a movement by rookantha gunathilake on the Vimeo service?,Vimeo,,,rookantha gunathilake,,,,,movement
1717,play music on netflix,netflix,,,,,,,,
1718,Play me a fifties  song,,,,,,,fifties,,song
1719,Play my Acoustic Covers playlist on Spotify .,Spotify,,,,,Acoustic Covers,,,
1720,Play Lenny Kaye music.,,,,Lenny Kaye,,,,,
1721,play Ngola Ritmos  top-ten songs,,top-ten,,Ngola Ritmos,,,,,
1722,Play the Charlie Hunter  theme off of Last Fm,Last Fm,,,Charlie Hunter,,,,,theme
1723,Use Google Music to play some songs by Dr John,Google Music,,,Dr John,,,,,
1724,play a tune by Margaret Kelly on Iheart,Iheart,,,Margaret Kelly,,,,,tune
1725,Play the album  Cara De Dios .,,,,,,,,Cara De Dios,album
1726,Play track music from Peter Finestone on Netflix sort by newest,Netflix,newest,,Peter Finestone,,,,,track
1727,Play Adieu by Al Arsenault,,,,Al Arsenault,Adieu,,,,
1728,Play ExpresiÃ³n from Mickey Finn,,,,Mickey Finn,,,,ExpresiÃ³n,
1729,play music by Bonobo,,,,Bonobo,,,,,
1730,Play the most popular  chant song by Hossein Alizadeh from around 2009,,most popular,,Hossein Alizadeh,,,2009,,chant song
1731,Play music from Youtube .,Youtube,,,,,,,,
1732,Play Miami 2017 by Rodney Whitaker,,,,Rodney Whitaker,Miami 2017,,,,
1733,Play good  Pure Soul on netflix ,netflix,good,,Pure Soul,,,,,
1734,Can you play Halloween by Ajinoam Nini,,,,Ajinoam Nini,Halloween,,,,
1735,Play playlist funtime,,,,,,funtime,,,
1736,play Angelo Amorevoli,,,,Angelo Amorevoli,,,,,
1737,play a ballad by Giorgio Moroder,,,,Giorgio Moroder,,,,,ballad
1738,Please use Itunes to play something from 1986,Itunes,,,,,,1986,,
1739,play Calico Skies by John Feinstein with Netflix,Netflix,,,John Feinstein,Calico Skies,,,,
1740,Play artist Vlada Divljan from something he did that is good,,good,,Vlada Divljan,,,,,
1741,Play the track  Pocahontas  John Farnham,,,,John Farnham,Pocahontas,,,,track
1742,play some popular  bryan gregory songs,,popular,,bryan gregory,,,,,
1743,play a seventies  ballad by Annunzio Paolo Mantovani on Groove Shark,Groove Shark,,,Annunzio Paolo Mantovani,,,seventies,,ballad
1744,play good  Classified songs on Vimeo,Vimeo,good,,Classified,,,,,
1745,Play my Femme Fatale playlist on Vimeo,Vimeo,,,,,Femme Fatale,,,
1746,I wish to listen to eighties music by Mike Dean .,,,,Mike Dean,,,eighties,,
1747,Play some Techno,,,Techno,,,,,,
1748,I wish to hear the playlist Estado de Ã¡nimo on Last Fm .,Last Fm,,,,,Estado de Ã¡nimo,,,
1749,play Fereydoun Farrokhzad  best  track,,best,,Fereydoun Farrokhzad,,,,,track
1750,Can I listen to music from the Easy Listening genre?,,,Easy Listening,,,,,,
1751,Play a 1991  song by Anila Mirza,,,,Anila Mirza,,,1991,,song
1752,play the top-20  Rita Macneil songs,,top-20,,Rita Macneil,,,,,
1753,Play a 1974  sound track on Vimeo .,Vimeo,,,,,,1974,,sound track
1754,Play me music from the twenties on Itunes .,Itunes,,,,,,twenties,,
1755,Play a sound track by Mac Dre .,,,,Mac Dre,,,,,sound track
1756,play a 1977  record by Bitty Mclean on Google Music,Google Music,,,Bitty Mclean,,,1977,,record
1757,Play The Wizard And I on Zvooq,Zvooq,,,,The Wizard And I,,,,
1758,Play some 2011 music by Dan Healy .,,,,Dan Healy,,,2011,,
1759,Play the best music from Klaus Badelt .,,best,,Klaus Badelt,,,,,
1760,Can I hear Jeremy Taggart 's newest  chant on Deezer ?,Deezer,newest,,Jeremy Taggart,,,,,chant
1761,Listen to music from 1975,,,,,,,1975,,
1762,play Latina,,,,,,Latina,,,
1763,play a top  Ryuichi Kawamura  chant on Groove Shark,Groove Shark,top,,Ryuichi Kawamura,,,,,chant
1764,play a tune from 2000 by Bronislau Kaper,,,,Bronislau Kaper,,,2000,,tune
1765,Play a song from 1994 .,,,,,,,1994,,song
1766,I'd like to hear the last  song fro Willa Ford .,,last,,Willa Ford,,,,,song
1767,Play my playlist springtime,,,,,,springtime,,,
1768,Open Lastfm and play Hot Lips Page from the sixties,Lastfm,,,Hot Lips Page,,,sixties,,
1769,Use the service Itunes to play melody from 1998,Itunes,,,,,,1998,,melody
1770,Play music from the punk genre on Last Fm .,Last Fm,,punk,,,,,,
1771,play Techno music,,,Techno,,,,,,
1772,play shara worden,,,,shara worden,,,,,
1773,Play a top-50  tune from 1982 .,,top-50,,,,,1982,,tune
1774,I want to hear some Boris Grebenchtchikov on Zvooq,Zvooq,,,Boris Grebenchtchikov,,,,,
1775,play chant music from 1993,,,,,,,1993,,chant
1776,play melody music from 1988,,,,,,,1988,,melody
1777,play the music track of 1998,,,,,,,1998,,track
1778,Play some music by Jody Williams from 2001,,,,Jody Williams,,,2001,,
1779,I want to hear a Silvia Night  ep from the sixties,,,,Silvia Night,,,sixties,,ep
1780,play a Samira Said  ballad from the nineties,,,,Samira Said,,,nineties,,ballad
1781,Play Shoo on iheart from greatest  record,iheart,greatest,,Shoo,,,,,record
1782,Play some music on Netflix,Netflix,,,,,,,,
1783,Play Metal Crash Course playlist.,,,,,,Metal Crash Course,,,
1784,play Khujo  eighties  track song,,,,Khujo,,,eighties,,track song
1785,Play Goldie Hill 's record on Google Music .,Google Music,,,Goldie Hill,,,,,record
1786,Play music from Lastfm,Lastfm,,,,,,,,
1787,I'm looking for the last  track by Fei Yu Ching from the fourties,,last,,Fei Yu Ching,,,fourties,,track
1788,Open pandora and play udhreko choli from Chowdiah,pandora,,,Chowdiah,udhreko choli,,,,
1789,Play a top  symphony from the fourties,,top,,,,,fourties,,symphony
1790,play a Keith Richards  album,,,,Keith Richards,,,,,album
1791,"Play the track  Fight On, State by Yuvan Shankar Raja",,,,Yuvan Shankar Raja,"Fight On, State",,,,track
1792,play the newest  ep from the sixties,,newest,,,,,sixties,,ep
1793,Play a song from 1950,,,,,,,1950,,song
1794,Play Moris Tepper,,,,Moris Tepper,,,,,
1795,play a new  song from the seventies,,new,,,,,seventies,,song
1796,play music using Groove Shark,Groove Shark,,,,,,,,
1797,Play Entre Raices Y Antenas by Lynn & Wade Llp .,,,,Lynn & Wade Llp,,,,Entre Raices Y Antenas,
1798,Play some acapella music,,,acapella,,,,,,
1799,Play a Paolo Gregoletto  song,,,,Paolo Gregoletto,,,,,song
1800,play Zvooq  Night Rider list,Zvooq,,,,,Night Rider,,,
1801,play The Edge by Deezer on Vans Warped Tour Compilation 2003,Deezer,,,The Edge,,,,Vans Warped Tour Compilation 2003,
1802,Play Always Pop Punk .,,,,,,Always Pop Punk,,,
1803,Play some ivy anderson from around 1967,,,,ivy anderson,,,1967,,
1804,play the newest  sound track from the thirties,,newest,,,,,thirties,,sound track
1805,Play some seventies music on Netflix .,Netflix,,,,,,seventies,,
1806,Play Who Knows Where The Time Goes ? by Grigory Leps,,,,Grigory Leps,Who Knows Where The Time Goes,,,,
1807,Open Vimeo and play Lee Mellor  good songs,Vimeo,good,,Lee Mellor,,,,,
1808,play some sad songs from the fifties,,,,,,,fifties,,
1809,Play music on groove shark,groove shark,,,,,,,,
1810,play 1990 tunes on Groove Shark,Groove Shark,,,,,,1990,,
1811,Play me a popular  Ronnie Wood  soundtrack,,popular,,Ronnie Wood,,,,,soundtrack
1812,Play Elitsa Todorova music,,,,Elitsa Todorova,,,,,
1813,Play something off my New Boots playlist,,,,,,New Boots,,,
1814,Can you play Deezer from 2007 ?,Deezer,,,,,,2007,,
1815,Please play some Black Metal music,,,Black Metal,,,,,,
1816,play twenties tunes,,,,,,,twenties,,
1817,Play some music on Last Fm,Last Fm,,,,,,,,
1818,Play twenties  chant from Lagaylia Frazier on Itunes,Itunes,,,Lagaylia Frazier,,,twenties,,chant
1819,Play music from 1959 by Lenny Leblanc on Pandora .,Pandora,,,Lenny Leblanc,,,1959,,
1820,Play some fourties music on vimeo ,vimeo,,,,,,fourties,,
1821,Play chant music by pappu venugopala rao on Slacker .,Slacker,,,pappu venugopala rao,,,,,chant
1822,"I want to hear Aki Nawaz , play the song  fair annie .",,,,Aki Nawaz,fair annie,,,,song
1823,Play music from 1958,,,,,,,1958,,
1824,Use Spotify to play Who Was In My Room Last Night ?,Spotify,,,,Who Was In My Room Last Night,,,,
1825,Play the most popular music from Nat Stuckey on Itunes .,Itunes,most popular,,Nat Stuckey,,,,,
1826,Play some chanson style music.,,,chanson,,,,,,
1827,Play Socialism Is Good by terje bakken on Spotify .,Spotify,,,terje bakken,Socialism Is Good,,,,
1828,Play music from 1964 .,,,,,,,1964,,
1829,play a record from 1982,,,,,,,1982,,record
1830,Play a track by Titiyo,,,,Titiyo,,,,,track
1831,play Lastfm by Steampunk,Lastfm,,,,,Steampunk,,,
1832,Play a record from 2005 by Ruslana Lyschytschko .,,,,Ruslana Lyschytschko,,,2005,,record
1833,Play Is This My World ? by Leo Arnaud,,,,Leo Arnaud,,,,Is This My World,
1834,Play While The Gate Is Open .,,,,,,,,While The Gate Is Open,
