,text,party_size_number,spatial_relation,facility,timeRange,sort,country,party_size_description,restaurant_type,restaurant_name,cuisine,served_dish,state,poi,city
258,"I want to book a restaurant in Wallsburg , Missouri for michele, diann and pam",,,,,,,"michele, diann and pam",restaurant,,,,Missouri,,Wallsburg
259,Book a table at a brasserie  far from my Livonia Av .,,far,,,,,,brasserie,,,,,Livonia Av,
260,Where can I book a table close to me in Moon Run at sixteen o'clock that will take three people,three,close,,sixteen o'clock,,,,,,,,,,Moon Run
261,I'd like a table for my step grandfather and I at Five Fifty-Five in NV,,,,,,,my step grandfather and I,,Five Fifty-Five,,,NV,,
262,pizzeria restaurant in Kellnersville  HI that is outdoor for ten,ten,,outdoor,,,,,pizzeria restaurant,,,,HI,,Kellnersville
263,I need a reservation for ten at a tavern in West Virginia,ten,,,,,,,tavern,,,,West Virginia,,
264,book a delicatessen that is indoor for 3,3,,indoor,,,,,delicatessen,,,,,,
265,I'd like to eat at a restaurant  around  China with a party of 7 anywhere that serves ouzeri,7,around,,,,China,,restaurant,,ouzeri,,,,
266,Book a table for 10 people at a restaurant which offers internet .,10,,internet,,,,,restaurant,,,,,,
267,book a spot for 6 at a gateau  restaurant,6,,,,,,,restaurant,,,gateau,,,
268,book a spot for nine  near  Togo,nine,near,,,,Togo,,,,,,,,
269,I need a reservation for an indoor  restaurant in China,,,indoor,,,China,,restaurant,,,,,,
270,book a table for one in a bar serving saucisse for meal in Calistoga  CO,one,,,meal,,,,bar,,,saucisse,CO,,Calistoga
271,Book a bakery at zero o'clock for 5 people.,5,,,zero o'clock,,,,bakery,,,,,,
272,I need a reservation that has spanish rice at a cafeteria with ten people today,ten,,,today,,,,cafeteria,,,spanish rice,,,
273,I want a table for five at a place in Russia on 4/4/2036,five,,,4/4/2036,,Russia,,,,,,,,
274,"Book a reservation for me, marva and barbara at a restaurant with parking",,,parking,,,,"me, marva and barbara",restaurant,,,,,,
275,Find a reservation for a party of six in Tuvalu,six,,,,,Tuvalu,,,,,,,,
276,I need a reservation for The Original House of Pies with three people in Plandome Manor  PA,three,,,,,,,,The Original House of Pies,,,PA,,Plandome Manor
277,I need to book a restaurant  in the same area as Thompsontown for emma and karen johnson,,in the same area,,,,,emma and karen johnson,restaurant,,,,,Thompsontown,
278,book for one in Indiana at a restaurant,one,,,,,,,restaurant,,,,Indiana,,
279,I'd like a table for eight at a close-by place in Carpenterville,eight,close-by,,,,,,,,,,,,Carpenterville
280,Book a tea place at seven,seven,,,tea,,,,,,,,,,
281,book for 2 at a cafe for burgers in Gasport,2,,,,,,,cafe,,,burgers,,,Gasport
282,book a spot at the food truck in MA,,,,,,,,food truck,,,,MA,,
283,Book a table for five at The Training Table .,five,,,,,,,,The Training Table,,,,,
284,I want to book The Hat for my grandfather and I in Arkansas .,,,,,,,my grandfather and I,,The Hat,,,Arkansas,,
285,I'm looking to book a spot at a restaurant in RI .,,,,,,,,restaurant,,,,RI,,
286,I need to book a restaurant for five  in 1 minute that serves chichi in East Prairie,five,,,in 1 minute,,,,restaurant,,,chichi,,,East Prairie
287,"book a restaurant for 2 in Cross Timbers , District Of Columbia",2,,,,,,,restaurant,,,,District Of Columbia,,Cross Timbers
288,Find and book me a taverna restaurant in Gilluly that serves lobster newberg,,,,,,,,taverna restaurant,,,lobster newberg,,,Gilluly
289,I'd like to eat at a highly rated  swiss  restaurant in Irma at two pm,,,,two pm,highly rated,,,restaurant,,swiss,,,,Irma
290,book for 8 for argentinian food at a bakery,8,,,,,,,bakery,,argentinian,,,,
291,Book a popular  bar in Chowchilla,,,,,popular,,,bar,,,,,,Chowchilla
292,Book a table for 2 at a FM  restaurant serving grits for the next meal .,2,,,meal,,,,restaurant,,,grits,FM,,
293,book a spot distant from the neighborhood on the Week-end,,distant,,Week-end,,,,,,,,,neighborhood,
294,I'd like a table for Midday at The Unseen Bean,,,,Midday,,,,,The Unseen Bean,,,,,
295,Find me a table for a cafe during my Guinea trip for one .,one,,,,,Guinea,,,cafe,,,,,
296,I require a reservation for one at the most highly rated  restaurant in Uzbekistan .,one,,,,highly rated,Uzbekistan,,restaurant,,,,,,
297,Book the nearby  Meriton Grand Hotel Tallinn in Missouri .,,nearby,,,,,,,Meriton Grand Hotel Tallinn,,,Missouri,,
298,I need a table at a tavern that has bougatsa,,,,,,,,tavern,,bougatsa,,,,
299,I need to take three people to eat,three,,,,,,,,,,,,,
300,Book a reservation not far from 8th St,,not far,,,,,,,,,,,8th St,
301,Make a restaurant reservation for me and my son at twenty three o'clock .,,,,twenty three o'clock,,,me and my son,restaurant,,,,,,
302,Book a reservation for 2 at a food truck with pool in New York,2,,pool,,,,,food truck,,,,New York,,
303,I need seats for 6 at a place in AK,6,,,,,,,,,,,AK,,
304,Get me a table at The Hand & Flowers for sixteen hours .,,,,sixteen hours,,,,,The Hand & Flowers,,,,,
305,Book osteria restaurant for 1 person in MI .,1,,,,,,,osteria restaurant,,,,MI,,
306,I'm in MI and want to eat somwhere nearby  Midday .,,nearby,,Midday,,,,,,,,MI,,
307,book a spot at the best  brasserie  near  Saudi Arabia,,near,,,best,Saudi Arabia,,brasserie,,,,,,
308,book me a restaurant in Freshwater Bay for ava and I in Alaska,,,,,,,ava and I,restaurant,,,,Alaska,,Freshwater Bay
309,Book a restaurant in Liechtenstein for seven people.,seven,,,,,Liechtenstein,,restaurant,,,,,,
310,book a table at 04:36:28 at the northeast indian  restaurant,,,,04:36:28,,,,restaurant,,northeast indian,,,,
311,Book a cafeteria that serves bagels for six people.,six,,,,,,,cafeteria,,,bagels,,,
312,Book a northeastern brazilian  restaurant for 10 am,,,,10 am,,,,restaurant,,northeastern brazilian,,,,
313,I need a reservation for a restaurant  now with a party of 9 in Hilt,9,,,now,,,,restaurant,,,,,,Hilt
314,I want to eat in 19 hours at NM,,,,in 19 hours,,,,,,,,NM,,
315,book trentino serving bar for 4 ,4,,,,,,,bar,,trentino,,,,
316,I want to book reservations for 8 at an indoor  restaurant .,8,,indoor,,,,,restaurant,,,,,,
317,I want a table for 9 at the taverna  pub,9,,,,,,,pub,,taverna,,,,
318,Book a restaurant  within the same area of Earls Court for lucille and marina .,,within the same area,,,,,lucille and marina,restaurant,,,,,Earls Court,
319,"book for six on jan. 18, 2029",six,,,"jan. 18, 2029",,,,,,,,,,
320,I need to book a table for 7 in Estonia,7,,,,,Estonia,,,,,,,,
321,Book a table for six  around  yolanda's apartment .,six,around,,,,,,,,,,,yolanda's apartment,
322,I'm in Bowling Green . Please book a restaurant for 1  close by .,1,close by,,,,,,restaurant,,,,,Bowling Green,
323,"Book the best  halal  restaurant in Slovakia for brigitte taylor, katelyn and natalie on jun. 2 .",,,,jun. 2,best,Slovakia,"brigitte taylor, katelyn and natalie",restaurant,,halal,,,,
324,book a table for ten in Pollock  PA,ten,,,,,,,,,,,PA,,Pollock
325,book a brasserie,,,,,,,,brasserie,,,,,,
326,"Book a table for 10 people at Harryâs Bar , Benin .",10,,,,,Benin,,,Harryâs Bar,,,,,
327,I need seating for ten people at a bar that serves czech cuisine,ten,,,,,,,bar,,czech,,,,
328,I need a table at a restaurant that serves toast  eleven months from now,,,,eleven months from now,,,,restaurant,,,toast,,,
329,restaurant in Watauga for me and my aunt,,,,,,,me and my aunt,restaurant,,,,,,Watauga
330,book a table for 10 in CHAR No.4 in Colombia,10,,,,,Colombia,,,CHAR No.4,,,,,
331,I need to book a table for claudia and imelda at a brasserie that is top-rated,,,,,top-rated,,claudia and imelda,brasserie,,,,,,
332,I want to eat close by  East Brady for seven people,seven,close by,,,,,,,,,,,East Brady,
333,book a table in Arizona serving italian-american cuisine in a tavern for 2,2,,,,,,,tavern,,,italian-american cuisine,Arizona,,
334,Book a gastropub in Rose Creek for elevenses .,,,,elevenses,,,,gastropub,,,,,,Rose Creek
335,"Book a table for nine people at a brasserie on Jan. 16, 2034",nine,,,"Jan. 16, 2034",,,,brasserie,,,,,,
336,Book a table for 6 at a top-rated  restaurant in North AMityville  MA that serves south tyrolean food,6,,,,top-rated,,,restaurant,,south tyrolean,,MA,,North AMityville
337,book a fried fish serving restaurant for one at 20 hours from now,one,,,20 hours from now,,,,restaurant,,,fried fish,,,
338,"I'd like to book at a place in Michigan for a party of 3 , name of the restaurant is Carter House Inn .",3,,,,,,,,Carter House Inn,,,Michigan,,
339,I need a table for 4 at a restaurant around 0 AM .,4,,,0 AM,,,,restaurant,,,,,,
340,Find a reservation for a highly rated  brasserie for me and my step sister,,,,,highly rated,,me and my step sister,brasserie,,,,,,
341,Book a table for 1 at Thomas Hynes House .,1,,,,,,,,Thomas Hynes House,,,,,
342,"Please book a restaurant in Village Green , CA .",,,,,,,,restaurant,,,,CA,,Village Green
343,I'd like to eat in Montana on 10/22/2030,,,,10/22/2030,,,,,,,,Montana,,
344,book in town for 3 at a restaurant  outdoor that is not far,3,not far,outdoor,,,,,restaurant,,,,,in town,
345,book a brasserie for connie scott and madeline in Northern Mariana Islands  in eleven hours,,,,in eleven hours,,,connie scott and madeline,brasserie,,,,Northern Mariana Islands,,
346,I need reservations in ND in the city of Briarwood for me and my colleagues .,,,,,,,me and my colleagues,,,,,ND,,Briarwood
347,I have a party of 10 that would like to eat outdoor at a tavern .,10,,outdoor,,,,,tavern,,,,,,
348,I want to book a table for two at a close by  bar in Kuwait .,two,close by,,,,Kuwait,,bar,,,,,,
349,book me a reservation at a bar  around  Juliff for three people that serves bucatini for now,three,around,,now,,,,bar,,,bucatini,,,Juliff
350,I'd like to eat at a pub in Arkport,,,,,,,,pub,,,,,,Arkport
351,book an australian  restaurant in Moldova,,,,,,Moldova,,restaurant,,australian,,,,
352,Book an indonesian  brasserie for seven people the day after tomorrow in Hawaii .,seven,,,the day after tomorrow,,,,brasserie,,indonesian,,Hawaii,,
353,book me best  joint restaurant for 2 members at AMerican Samoa  today,2,,,today,best,AMerican Samoa,,joint restaurant,,,,,,
354,I want a table for 9 in Loyola at Gus Stevens Seafood Restaurant & Buccaneer Lounge,9,,,,,,,,Gus Stevens Seafood Restaurant & Buccaneer Lounge,,,,,Loyola
355,Please book a table for four at a restaurant in TN,four,,,,,,,restaurant,,,,TN,,
356,I want to eat at the Trout Creek  restaurant for 9 people for bougatsa that is the best,9,,,,best,,,restaurant,,bougatsa,,,,Trout Creek
357,I want to book a delicatessen serving testaroli in Somalia for 7/25/2027 .,,,,7/25/2027,,Somalia,,delicatessen,,,testaroli,,,
358,Please book me a table for three at an american  gastropub,three,,,,,,,gastropub,,american,,,,
359,Book reservations at a restaurant in Olton around supper time,,,,supper,,,,,,,,,,Olton
360,book now in KY at Loveless Cafe,,,,now,,,,,Loveless Cafe,,,KY,,
361,I'd like to take a party of five  today to a place in Colorado,five,,,today,,,,,,,,Colorado,,
362,Reserve a table for 7 at a cafeteria in Lafe city .,7,,,,,,,cafeteria,,,,,,Lafe city
363,Book a neighboring  coffeehouse with internet in Shingleton .,,neighboring,internet,,,,,coffeehouse,,,,,,Shingleton
364,book a spot for two at Sale Creek at eight AM,two,,,eight AM,,,,,,,,,,Sale Creek
365,charlene and I and are are in Liechtenstein and want restaurant reservations at midnight .,,,,midnight,,Liechtenstein,charlene and I,restaurant,,,,,,
366,Book an outdoor  restaurant in MD at 11 pm for 8 .,8,,outdoor,11 pm,,,,restaurant,,,,MD,,
367,book a pub for pepperoni  near  their house and not far,,not far,,,,,,pub,,,pepperoni,,their house,
368,I need to book a restaurant in Utah in 5 years and a half from now,,,,5 years and a half from now,,,,restaurant,,,,Utah,,
369,Book a reservation for seven people at a bakery in Osage City,seven,,,,,,,bakery,,,,,,Osage City
370,"I would like to book a restaurant  in the same area as Tremont Av for nadine, sherrie and I on 3/21/2018",,in the same area,,3/21/2018,,,"nadine, sherrie and I",restaurant,,,,,Tremont Av,
371,Find a restaurant for marylou and I  within walking distance of my mum's hotel,,within walking distance,,,,,marylou and I,restaurant,,,,,my mum's hotel,
372,Book the City Tavern in Holiday  KS .,,,,,,,,,City Tavern,,,KS,,Holiday
373,"book a english  pub for me, belinda and dena  close-by  Syria  next dec .",,close-by,,next dec,,Syria,"me, belinda and dena",pub,,english,,,,
374,"book a spot for 8 at a tavern on Jun. the 11th, 2034",8,,,"Jun. the 11th, 2034",,,,tavern,,,,,,
375,I need a reservation for 4 in Illinois,4,,,,,,,,,,,Illinois,,
376,I want a table for four for 2 years from now,four,,,2 years from now,,,,,,,,,,
377,book a table in Alberton for me and my mother in law at a restaurant,,,,,,,me and my mother in law,restaurant,,,,,,Alberton
378,Book a table for 8 people at Robinson House .,8,,,,,,,,Robinson House,,,,,
379,Book a table for one at a highly rated  bistro,one,,,,highly rated,,,bistro,,,,,,
380,Book a restaurant for august fourth  not far from the Marshall Islands .,,not far,,august fourth,,Marshall Islands,,restaurant,,,,,,
381,book a highly rated place for 8 at a restaurant,8,,,,highly rated,,,restaurant,,,,,,
382,book a table in Cottondale  not far for in two hundred sixty nine days ,,not far,,in two hundred sixty nine days,,,,,,,,,,Cottondale
383,"Please reserve a table at the food truck in Wheeler for december 4th, 2019",,,,"december 4th, 2019",,,,food truck,,,,,,Wheeler
384,I need a table for six at a bar that serves varenyky,six,,,,,,,bar,,varenyky,,,,
385,Book a restaurant in Pinecliffe  Missouri  this month .,,,,this month,,,,restaurant,,,,Missouri,,Pinecliffe
386,I want to book a restaurant for four people in Eminence .,four,,,,,,,restaurant,,,,,,Eminence
387,Book Coney Island  neighboring  VA for marina and I .,,neighboring,,,,,marina and I,,Coney Island,,,VA,,
388,I need a reservation for a restaurant  close by  their hostel ,,close by,,,,,,restaurant,,,,,their hostel,
389,book a table for 10 at a restaurant in Federated States Of Micronesia ,10,,,,,,,restaurant,,,,Federated States Of Micronesia,,
390,Please book me a reservation this year for a restaurant  within the same area of my office,,within the same area,,this year,,,,restaurant,,,,,my office,
391,book The Fry Bread House for seven in Olive,seven,,,,,,,,The Fry Bread House,,,,,Olive
392,I need a table for 4 at The Brass Rail .,4,,,,,,,,The Brass Rail,,,,,
393,Book a table in eastern european  restaurant in Macedonia .,,,,,,Macedonia,,restaurant,,eastern european,,,,
394,Need a table for a party of eight  one hour from now in Exira  SD in a pub that serves oysters rockefeller,eight,,,one hour from now,,,,pub,,,oysters rockefeller,SD,,Exira
395,Book a restaurant in Eleele on October the fifth for 3 people.,3,,,October the fifth,,,,restaurant,,,,,,Eleele
396,"Book a table at Top Pot Doughnuts in Greensburg , AMerican Samoa",,,,,,,,,Top Pot Doughnuts,,,AMerican Samoa,,Greensburg
397,book me a table at a bistro that serves maple syrup for a party of 10,10,,,,,,,bistro,,,maple syrup,,,
398,Looking for a tibetan  restaurant and need reservations for 1 .,1,,,,,,,restaurant,,tibetan,,,,
399,Reserve a table for my bf and I at Montreal Pool Room in Indiahoma,,,,,,,my bf and I,,Montreal Pool Room,,,,,Indiahoma
400,book a spot for me and sonja at a popular  pizzeria,,,,,popular,,me and sonja,pizzeria,,,,,,
401,courtney and ruby want to eat at a restaurant  three years from now,,,,three years from now,,,courtney and ruby,restaurant,,,,,,
402,Find a reservation far from my work location  in eight hours for 8 people at Union Auto Company,8,far,,in eight hours,,,,,Union Auto Company,,,,my work location,
403,Book a table at a restaurant which serves sushis  next week ,,,,next week,,,,restaurant,,,sushis,,,
404,"I need to book the Beardslee Castle in Albania for me, cassie and lesley",,,,,,Albania,"me, cassie and lesley",,Beardslee Castle,,,,,
405,I'd like to eat a restaurant in or nearby  Pelahatchie at 12 o'clock,,nearby,,12 o'clock,,,,restaurant,,,,,,Pelahatchie
406,Book a bar that serves stracciatella in North Dakota for four at four am,four,,,four am,,,,bar,,,stracciatella,North Dakota,,
407,I want to get nine seats at a restaurant that serves ice cream cake .,nine,,,,,,,restaurant,,,ice cream cake,,,
408,Make me a reservation somewhere near here for me and my step brother by adeline's apartment,,near,,,,,me and my step brother,,,,,,adeline's apartment,
409,Book a table for two at a restaurant  faraway from office in California .,two,faraway,,,,,,restaurant,,,,California,office,
410,"Book a table for four in Orchard Grass Hills , NV",four,,,,,,,,,,,NV,,Orchard Grass Hills
