,text,artist,entity_name,playlist_owner,playlist,music_item
352,Add ricky nelson to my  Classical X playist,ricky nelson,,my,Classical X,
353,add track to my playlist a sudden rainstorm,,,my,a sudden rainstorm,track
354,add ronnie james dio  tune to Women of Electronic selection,ronnie james dio,,,Women of Electronic,tune
355,Add to isabella's  Club Hits this song,,,isabella's,Club Hits,song
356,include pat smear on Guest List Engadget,pat smear,,,Guest List Engadget,
357,Put a track by Ricky Martin into my  70s smash hits playlist.,Ricky Martin,,my,70s smash hits,track
358,Add this track to my  This Is Thomas Rhett playlist,,,my,This Is Thomas Rhett,track
359,Add I Hate Myself and I Want to Die to my  Six string peacefulness,,I Hate Myself and I Want to Die,my,Six string peacefulness,
360,Add Yuna Ito to my  Cena Elegante playlist,Yuna Ito,,my,Cena Elegante,
361,Please add Jency Anthony to my playlist This Is Mozart,Jency Anthony,,my,This Is Mozart,
362,put jtr on the Top Classical playlist,,jtr,,Top Classical,
363,The Get Going playlist needs another song .,,,,Get Going,song
364,add munia the tale to my playlist called Adrenaline Workout,,munia the tale,my,Adrenaline Workout,
365,Put Molly and Tenbrooks in the French N' Heavy playlist.,,Molly and Tenbrooks,,French N' Heavy,
366,Add an album by twink to my  Classic Country playlist,twink,,my,Classic Country,album
367,Add The Blurred Crusade to crate diggers anonymous,,The Blurred Crusade,,crate diggers anonymous,
368,add robyn hitchcock to my  romantic evening playlist,robyn hitchcock,,my,romantic evening,
369,"Add the Beatles tune Yesterday to my playlist, The Southern Highway Chronicles",,,my,The Southern Highway Chronicles,tune
370,add enduser  song in grime instrumentals,enduser,,,grime instrumentals,song
371,add Koichi Sugiyama to WHM,Koichi Sugiyama,,,WHM,
372,put Sungmin into my  summer playlist,Sungmin,,my,summer,
373,add little musgrave and the lady barnard to ora's  Punk Rock Workout playlist,,little musgrave and the lady barnard,ora's,Punk Rock Workout,
374,I'd like to add this tune to my  spotify orchestra cello playlist,,,my,spotify orchestra cello,tune
375,add this Michael V  track to my  Folk & Americana,Michael V,,my,Folk & Americana,track
376,Add riddim driven engine 54 & humanity  letha's  All Things Post,,riddim driven engine 54 & humanity,letha's,All Things Post,
377,add Nana Kitade to my  modern psychedelia playlist,Nana Kitade,,my,modern psychedelia,
378,Add the artist to the Latin Jazz playlist.,,,,Latin Jazz,artist
379,Put ares in my  canadian country playlist,,ares,my,canadian country,
380,"Add another tune to my  songs for you, not your parents playlist.",,,my,"songs for you, not your parents",tune
381,Add Atticus Ross to the playlist electrosafari,Atticus Ross,,,electrosafari,
382,add tune to my  Hype playlist,,,my,Hype,tune
383,add NIB to fay's  brooklyn beat playlist,,NIB,fay's,brooklyn beat,
384,"Add a tune to patrica's playlist, The Rhythm",,,patrica's,The Rhythm,tune
385,insert Rock Me UP  song to my list,,,my,Rock Me UP,song
386,Add some martine mccutcheon to my  original columbia jazzmasters list,martine mccutcheon,,my,original columbia jazzmasters,
387,Add autry inman to my  Hanging Out and Relaxing playlist.,autry inman,,my,Hanging Out and Relaxing,
388,Add the name the Song about the Towel to playlist piano in the background,,Song about the Towel,,piano in the background,
389,add rock & roll to my playlist named night out,,rock & roll,my,night out,
390,Add tara blaise to my  power gaming playlist,tara blaise,,my,power gaming,
391,put this song on the Chips and Salsa playlist,,,,Chips and Salsa,song
392,add to my  mac 'n cheese playlist with TsÅ«zetsu,,TsÅ«zetsu,my,mac 'n cheese,
393,add country favorites willie nelson style to my playlist titled Spinnin' Records Top 100,,country favorites willie nelson style,my,Spinnin' Records Top 100,
394,I want Harris to be added to my  latin dance cardio playlist,Harris,,my,latin dance cardio,
395,I would like to add something by Kuk Harrell to my  Hip Hop 2017 New School playlist,Kuk Harrell,,my,Hip Hop 2017 New School,
396,shawn lane should be moved to my  Cena con Amigos playlist,shawn lane,,my,Cena con Amigos,
397,add dave carpenter to my  Acoustic Blues playlist,dave carpenter,,my,Acoustic Blues,
398,add this track to the playlist named cali fire,,,,cali fire,track
399,Put the artist  Pat Monahan onto the emily dickinson playlist.,Pat Monahan,,,emily dickinson,artist
400,Add splendido hotel to my  verano forever,,splendido hotel,my,verano forever,
401,Add this song to my  novedades viernes sudamÃ©rica playlist,,,my,novedades viernes sudamÃ©rica,song
402,Add a song by Szahram Nazeri to my playlist called this is jennifer lopez ,Szahram Nazeri,,my,this is jennifer lopez,song
403,add this track to New Hip Hop,,,,New Hip Hop,track
404,add this is status quo to teddy riley,teddy riley,,,this is status quo,
405,add the outlaw blues to the playlist with the title top 100 country tracks on spotify,,outlaw blues,,top 100 country tracks on spotify,
406,add Bring Back My Daddy to Me to my playlist named Might and Myth Power Metal,,Bring Back My Daddy to Me,my,Might and Myth Power Metal,
407,Add Shangri-La to the African Heat playlist.,,Shangri-La,,African Heat,
408,add Embryo to lessie's  hands up,,Embryo,lessie's,hands up,
409,Add best of uetoaya to Wild Country,,best of uetoaya,,Wild Country,
410,I want to add Kool Keith to my  chill out dinner playlist,Kool Keith,,my,chill out dinner,
411,Add david axelrod to my  Futuros Hits list,david axelrod,,my,Futuros Hits,
412,add artist to my  endorphin rush playlist,,,my,endorphin rush,artist
413,add current album to my  pop gaming playlist,,,my,pop gaming,album
414,I want If I Could Be with You added to mellow dinner,,If I Could Be with You,,mellow dinner,
415,add spanish castle magic to Daily Lift,,spanish castle magic,,Daily Lift,
416,add little walter to Women of Comedy playlist,little walter,,,Women of Comedy,
417,Put a Bunky Green  tune into the Phunkadelic playlist.,Bunky Green,,,Phunkadelic,tune
418,Put this tune on dancePOP,,,,dancePOP,tune
419,add this karina  album to my  Folk Pop playlist,karina,,my,Folk Pop,album
420,Add a tune by Louis Wolfe Gilbert to my  cleaning playlist,Louis Wolfe Gilbert,,my,cleaning,tune
421,Please add a tune by kaori utatsuki to my  Korean OSTs playlist,kaori utatsuki,,my,Korean OSTs,tune
422,Add Om to my  Classic Punk,,Om,my,Classic Punk,
423,Add this jimmy london  tune to The New Waltz playlist,jimmy london,,,The New Waltz,tune
424,Add song to orgÃ¡nica,,,,orgÃ¡nica,song
425,Add bill evans to the Motivation Mix playlist.,,bill evans,,Motivation Mix,
426,Add Ray Noble to my  Chill Vibes playlist.,Ray Noble,,my,Chill Vibes,
427,add this track to latin jazz,,,,latin jazz,track
428,add this artist to cynthia's  fresh finds,,,cynthia's,fresh finds,artist
429,Add giancarlo erra to my  Guitar Hero Live Playlist,giancarlo erra,,my,Guitar Hero Live Playlist,
430,Add this tune to my  wine & dine playlist,,,my,wine & dine,tune
431,Add this tune to my  rage radio playlist,,,my,rage radio,tune
432,add bad news to highway 61 playlist,,bad news,,highway 61,
433,put this tune on my playlist technical&brutal death metal ,,,my,technical&brutal death metal,tune
434,Add the singer Barbara to my  COUNTRY RADIO playlists,Barbara,,my,COUNTRY RADIO,
435,add Tatico Henriquez in my playlist called bleeps & bloops,Tatico Henriquez,,my,bleeps & bloops,
436,add warpaint in my  Pre-Party list,,warpaint,my,Pre-Party,
437,put this artist on Domingo Indie,,,,Domingo Indie,artist
438,add ian north to my  Autumn Lounge playlist,ian north,,my,Autumn Lounge,
439,Add this tune to the Leche con Chocolate playlist,,,,Leche con Chocolate,tune
440,Add to the Rock  Games,,Games,,Rock,
441,I want to add something by the artist  Nadine to my  Workday â Pop playlist,Nadine,,my,Workday â Pop,artist
442,Add radhae unakku kobam aagathadi to my  Women of Metal playlist,,radhae unakku kobam aagathadi,my,Women of Metal,
443,add album to my  classical essentials playlist,,,my,classical essentials,album
444,Add TEENAGER to the queen playlist,,TEENAGER,,queen,
445,please put this artist on my  indie mim playlist,,,my,indie mim,artist
446,add artist  steve cropper to Rhythm and Blues,steve cropper,,,Rhythm and Blues,artist
447,add Dean Martin  track to metal xplorer playlist,Dean Martin,,,metal xplorer,track
448,put this song in the playlist Trap Land,,,,Trap Land,song
449,add 3 Natsu Natsu Mini Berryz to my  rock classics playlist,,3 Natsu Natsu Mini Berryz,my,rock classics,
450,Add nyoil to my  this is prince playlist,nyoil,,my,this is prince,
451,Add this tune to my list jazz vibes,,,my,jazz vibes,tune
452,Add sp balasubrahmanyam to my  rockabilly mania playlist.,sp balasubrahmanyam,,my,rockabilly mania,
453,add this album to my  All Out 70s playlist,,,my,All Out 70s,album
454,add bob klose to la mejor mÃºsica para tus fiestas ,bob klose,,,la mejor mÃºsica para tus fiestas,
455,add song to Zen Focus playlist,,,,Zen Focus,song
456,add this tune by hart wand on this is wagner,hart wand,,,this is wagner,tune
457,Add the da brat  track to the Soak Up The Sun playlist.,da brat,,,Soak Up The Sun,track
458,add Roger Nichols to Punk Rock Workout,Roger Nichols,,,Punk Rock Workout,
459,Include Laarni Lozada on endorphin rush playlist,Laarni Lozada,,,endorphin rush,
460,add francesco de gregori to gayle's  Women who Dj playlist,francesco de gregori,,gayle's,Women who Dj,
461,Add Sarah Vaughan to the spa treatment playlist.,Sarah Vaughan,,,spa treatment,
462,Add Third Stone from the Sun to the ConcentraciÃ³n playlist.,,Third Stone from the Sun,,ConcentraciÃ³n,
463,add the artist  cho kyu hyun to Funky Jams,cho kyu hyun,,,Funky Jams,artist
464,"I want to add Aprite le finestre to my playlist entitled This Is Earth, Wind & Fire",,Aprite le finestre,my,"This Is Earth, Wind & Fire",
465,Add alexia to women of classical,alexia,,,women of classical,
466,put this track by Tony Bevilacqua into joan's playlist with the title women of folk & americana,Tony Bevilacqua,,joan's,women of folk & americana,track
467,add this album to my  Throwback Party playlist,,,my,Throwback Party,album
468,Add nina hagen to essential folk,nina hagen,,,essential folk,
469,please add Secrets of the Alibi to the playlist called keep calm,,Secrets of the Alibi,,keep calm,
470,add Karin Dreijer Andersson in Escapada  album,Karin Dreijer Andersson,,,Escapada,album
471,Add this ruth crawford seeger  song to my playlist called The Soundtrack 007,ruth crawford seeger,,my,The Soundtrack 007,song
472,Add jenifer to Rock the 2000's,jenifer,,,Rock the 2000's,
473,Add josephine wiggs to my  kickass metal playlist.,josephine wiggs,,my,kickass metal,
474,Add the big mama thornton  song to cassie's  Punk Rock Workout playlist,big mama thornton,,cassie's,Punk Rock Workout,song
475,add artist to acoustic soul,,,,acoustic soul,artist
476,Add name house of gold to the de manhattan con amor playlist,,house of gold,,de manhattan con amor,
477,add the song to my  We Everywhere playlist,,,my,We Everywhere,song
478,Can you add this tune to the night out playlist?,,,,night out,tune
479,Add album to my  party with friends,,,my,party with friends,album
480,add i roy to my  this is Rosana playlist,i roy,,my,this is Rosana,
481,Add Transmission to my  found them first,,Transmission,my,found them first,
482,The Songs to Sing in the Car playlist needs k j yesudas discography in it.,k j yesudas discography,,,Songs to Sing in the Car,
483,add slave to the rhythm to the playlist Massive Soca Hits,,slave to the rhythm,,Massive Soca Hits,
484,add Intelligence and Sacrifice to Skatepark Punks,,Intelligence and Sacrifice,,Skatepark Punks,
485,For my playlist it's ok to like jazz add this tune,,,my,it's ok to like jazz,tune
486,Add Chamberlain Waits to my  picnic in the park,,Chamberlain Waits,my,picnic in the park,
487,Can you please put this track onto my  TODO NOVEDADES playlist?,,,my,TODO NOVEDADES,track
488,add Totally Stress Free by bobby lord to my playlist,bobby lord,,my,Totally Stress Free,
489,Add shame on you to my  masters of metal playlist,,shame on you,my,masters of metal,
490,Add Cake to Bake to lo que suena new york,,Cake to Bake,,lo que suena new york,
491,add this song to the Novedades Pop playlist,,,,Novedades Pop,song
492,Add something by Arnett Cobb to my  La Mejor MÃºsica para tus Fiestas playlist,Arnett Cobb,,my,La Mejor MÃºsica para tus Fiestas,
493,add young maylay to Club Hits,young maylay,,,Club Hits,
494,Put this artist on my  Folk for Kids playlist,,,my,Folk for Kids,artist
495,put this track on my  infinite indie folk playlist,,,my,infinite indie folk,track
496,Add this track to Duetos,,,,Duetos,track
497,Add the album to rosanna's  ejercicio playlist.,,,rosanna's,ejercicio,album
498,I want to add another album to the wine & dine playlist.,,,,wine & dine,album
499,add artist to Novedades Pop,,,,Novedades Pop,artist
500,"add Please, Please, Please, Let Me Get What I Want to my  crate diggers anonymous",,"Please, Please, Please, Let Me Get What I Want",my,crate diggers anonymous,
501,Go to cali fire and add refrain to my playlist,,refrain,my,cali fire,
502,Add Bashful Brother Oswald to Love Moments,Bashful Brother Oswald,,,Love Moments,
503,add a tune in women of classical,,,,women of classical,tune
504,add pangaea to my  Gold Edition playlist,,pangaea,my,Gold Edition,
505,add this track to anne's playlist named Just Smile,,,anne's,Just Smile,track
506,I'd like a new england added to Classical Moments in Movies .,,a new england,,Classical Moments in Movies,
507,add this artist to the This Is Dirty Projectors playlist,,,,This Is Dirty Projectors,artist
508,I want to add Robin Hood and Queen Katherine to my playlist entitled Genuine R&B,,Robin Hood and Queen Katherine,my,Genuine R&B,
509,ad i should have known better to this is bb king,,i should have known better,,this is bb king,
510,Add i dreamt of a dragon to my  Futuros Hits playlist.,,i dreamt of a dragon,my,Futuros Hits,
511,"add Hello Central, Give Me Heaven to Indie Pop",,"Hello Central, Give Me Heaven",,Indie Pop,
512,Add twin peaks fire walk with me to the night out playlist,,twin peaks fire walk with me,,night out,
513,Add another artist to my  soul bpm playlist,,,my,soul bpm,artist
514,Add El Noi de la Mare to The New Waltz playlist,,El Noi de la Mare,,The New Waltz,
515,add Matthew Helders  artist in Showstopper Being Mary Jane,Matthew Helders,,,Showstopper Being Mary Jane,artist
516,Add Leah Kauffman to my  uncharted 4 nathan drake playlist,Leah Kauffman,,my,uncharted 4 nathan drake,
517,Add house of pain to my  90s Indie playlist,,house of pain,my,90s Indie,
518,Add Sweet Black Angel to my  Diarios de Bicicleta playlist,,Sweet Black Angel,my,Diarios de Bicicleta,
519,add tune to my playlist ironing,,,my,ironing,tune
520,Add out of the air to my  a mis niÃ±os de 30 playlist,,out of the air,my,a mis niÃ±os de 30,
521,Add this artist to sleep tight,,,,sleep tight,artist
